,Real Kd value,Predicted Kd value
511,0.9691608967708516,0.96
512,0.7398614389974943,0.7
513,0.6377925236337061,0.62
514,0.5513408163076152,0.53
515,0.49909875419359645,0.47
516,0.43661684756139085,0.42
517,0.23795585542422001,0.22
518,0.2872178586561332,0.28
519,0.26638764840668905,0.25
520,0.21387166084066114,0.21
521,0.0,0.0
522,0.0,0.0
523,0.0,0.0
524,0.0,0.0
525,0.0,0.0
526,0.0,0.0
527,0.0,0.0
528,0.0,0.0
529,0.0,0.0
530,0.0,0.0
531,0.0,0.0
532,0.0,0.0
533,0.0,0.0
534,0.0,0.0
535,0.9603585183455469,0.95
536,0.5709117267886062,0.55
537,0.3666495697901412,0.37
538,0.4041489831634964,0.41
539,0.6003506299638832,0.59
540,0.6601848383976449,0.65
541,0.43499387981260484,0.43
542,0.293581102098169,0.31
543,0.34283364785238063,0.35
544,0.43440444851520604,0.44
545,0.0,0.0
546,0.0,0.0
547,0.0,0.0
548,0.0,0.0
549,0.0,0.0
550,0.0,0.0
551,0.0,0.0
552,0.0,0.0
553,0.0,0.0
554,0.0,0.0
555,0.0,0.0
556,0.0,0.0
557,0.0,0.0
558,0.0,0.0
559,0.9700000493310125,0.97
560,0.9700000526928569,0.97
561,0.8912744285694669,0.89
562,0.48254635736636253,0.5
563,0.34621543084594164,0.36
564,0.312543227108422,0.32
565,0.2707191035329745,0.28
566,0.20640859650533816,0.21
567,0.37202186477600335,0.39
568,0.5126597350972875,0.51
569,0.0,0.0
570,0.0,0.0
571,0.0,0.0
572,0.0,0.0
573,0.0,0.0
574,0.0,0.0
575,0.0,0.0
576,0.0,0.0
577,0.0,0.0
578,0.0,0.0
579,0.0,0.0
580,0.0,0.0
581,0.0,0.0
582,0.0,0.0
583,0.9684600342376162,0.96
584,0.5729478435198386,0.53
585,0.3529340049018016,0.32
586,0.24639388594991862,0.25
587,0.1835932362454501,0.18
588,0.2694948942093032,0.26
589,0.29241154126746255,0.28
590,0.3287976441613934,0.31
591,0.3750271101825579,0.36
592,0.5371393697264312,0.54
593,0.0,0.0
594,0.0,0.0
595,0.0,0.0
596,0.0,0.0
597,0.0,0.0
598,0.0,0.0
599,0.0,0.0
600,0.0,0.0
601,0.0,0.0
602,0.0,0.0
603,0.0,0.0
604,0.0,0.0
605,0.0,0.0
606,0.0,0.0
607,0.970000002312638,0.97
608,0.7024327171384,0.7
609,0.39215195426292937,0.4
610,0.26428512424167944,0.28
611,0.21773046181600653,0.23
612,0.1731684561391435,0.18
613,0.28162180994907254,0.26
614,0.3166922686317112,0.31
615,0.3600043283432193,0.35
616,0.5076938138025762,0.51
617,0.0,0.0
618,0.0,0.0
619,0.0,0.0
620,0.0,0.0
621,0.0,0.0
622,0.0,0.0
623,0.0,0.0
624,0.0,0.0
625,0.0,0.0
626,0.0,0.0
627,0.0,0.0
628,0.0,0.0
629,0.0,0.0
630,0.9699999858954107,0.0
631,0.9621009657113926,0.95
632,0.5913759889068657,0.55
633,0.37406889645970504,0.36
634,0.2685141623488186,0.28
635,0.20812746660583747,0.22
636,0.15916715464417033,0.18
637,0.2854622719056359,0.28
638,0.13345147171422891,0.14
639,0.1,0.1
640,0.45424612776565926,0.44
641,0.0,0.0
642,0.0,0.0
643,0.0,0.0
644,0.0,0.0
645,0.0,0.0
646,0.0,0.0
647,0.0,0.0
648,0.0,0.0
649,0.0,0.0
650,0.0,0.0
651,0.0,0.0
652,0.0,0.0
653,0.0,0.0
654,0.9700000141129932,0.97
655,0.9699999977182479,0.97
656,0.7471514824168343,0.76
657,0.42293427461695704,0.42
658,0.2740478732179872,0.28
659,0.23679502913952546,0.25
660,0.18894926054917568,0.22
661,0.139121803846531,0.16
662,0.31251903915334184,0.31
663,0.3553241800036353,0.35
664,0.4938480398343304,0.51
665,0.0,0.0
666,0.0,0.0
667,0.0,0.0
668,0.0,0.0
669,0.0,0.0
670,0.0,0.0
671,0.0,0.0
672,0.0,0.0
673,0.0,0.0
674,0.0,0.0
675,0.0,0.0
676,0.0,0.0
677,0.0,0.0
678,0.9700000410263673,0.97
679,0.9490723067808874,0.95
680,0.5551024017998031,0.56
681,0.37885586213271133,0.4
682,0.2934028818355824,0.32
683,0.24480031211839182,0.25
684,0.19838751003237487,0.22
685,0.137919215255133,0.16
686,0.11013469507000744,0.14
687,0.1745279984986231,0.21
688,0.09999999772331404,0.1
689,0.0,0.0
690,0.0,0.0
691,0.0,0.0
692,0.0,0.0
693,0.0,0.0
694,0.0,0.0
695,0.0,0.0
696,0.0,0.0
697,0.0,0.0
698,0.0,0.0
699,0.0,0.0
700,0.0,0.0
701,0.0,0.0
702,0.9700000782829937,0.97
703,0.9700000265757854,0.97
704,0.7591628176752008,0.76
705,0.5096117787260674,0.53
706,0.4755671780761755,0.49
707,0.4329880045879665,0.44
708,0.30317048553933573,0.32
709,0.5368813479339208,0.56
710,0.9397186467108263,0.95
711,0.9508925891787089,0.96
712,0.952045160683829,0.96
713,0.0,0.0
714,0.0,0.0
715,0.0,0.0
716,0.0,0.0
717,0.0,0.0
718,0.0,0.0
719,0.0,0.0
720,0.0,0.0
721,0.0,0.0
722,0.0,0.0
723,0.0,0.0
724,0.0,0.0
725,0.0,0.0
726,0.9699999955644403,0.97
727,0.963460496164044,0.97
728,0.5674609448605863,0.56
729,0.3262174189101796,0.32
730,0.2566825979034446,0.25
731,0.20531105013770465,0.2
732,0.24507295115114022,0.25
733,0.2684459627482096,0.28
734,0.3057889696712709,0.31
735,0.3502776699702079,0.35
736,0.5293968384912218,0.55
737,0.0,0.0
738,0.0,0.0
739,0.0,0.0
740,0.0,0.0
741,0.0,0.0
742,0.0,0.0
743,0.0,0.0
744,0.0,0.0
745,0.0,0.0
746,0.0,0.0
747,0.0,0.0
748,0.0,0.0
749,0.0,0.0
750,0.9700000008884992,0.97
751,0.9700000516077254,0.96
752,0.6914607898676941,0.66
753,0.49208165995063957,0.47
754,0.4107802775477793,0.41
755,0.3617367808585041,0.36
756,0.29414275999248446,0.28
757,0.5636749370971529,0.57
758,0.9508059750654031,0.95
759,0.951282601265552,0.95
760,0.778500695897125,0.77
761,0.0,0.0
762,0.0,0.0
763,0.0,0.0
764,0.0,0.0
765,0.0,0.0
766,0.0,0.0
767,0.0,0.0
768,0.0,0.0
769,0.0,0.0
770,0.0,0.0
771,0.0,0.0
772,0.0,0.0
773,0.0,0.0
774,0.9700000314562058,0.97
775,0.9699999948121555,0.97
776,0.9700000349292952,0.97
777,0.9700000598871279,0.97
778,0.9700000326307388,0.97
779,0.9700000516553101,0.97
780,0.970000055426363,0.97
781,0.9700000015071775,0.97
782,0.9700000017768545,0.97
783,0.9700000523414422,0.97
784,0.9503984166529882,0.95
785,0.10861662874392158,0.21
786,0.0,0.0
787,0.0,0.0
788,0.0,0.0
789,0.0,0.0
790,0.0,0.0
791,0.0,0.0
792,0.0,0.0
793,0.0,0.0
794,0.0,0.0
795,0.0,0.0
796,0.0,0.0
797,0.0,0.0
798,0.9700000084772755,0.97
799,0.97000002103385,0.97
800,0.9700000194238214,0.97
801,0.9016898588205201,0.89
802,0.650728463888617,0.66
803,0.8121547617808365,0.82
804,0.9476232249868648,0.95
805,0.8106565910667539,0.82
806,0.7490094634519028,0.77
807,0.9407442904122522,0.94
808,0.8468379245290305,0.88
809,0.18006774337956616,0.21
810,0.0,0.0
811,0.0,0.0
812,0.0,0.0
813,0.0,0.0
814,0.0,0.0
815,0.0,0.0
816,0.0,0.0
817,0.0,0.0
818,0.0,0.0
819,0.0,0.0
820,0.0,0.0
821,0.0,0.0
822,0.9700000187161959,0.97
823,0.8932922173256486,0.86
824,0.5075030316264666,0.48
825,0.3275509977839996,0.32
826,0.33692349762551826,0.32
827,0.2835056156936293,0.28
828,0.2532640197363803,0.25
829,0.2728820154042297,0.28
830,0.3099875911378219,0.31
831,0.3532066833349429,0.37
832,0.47409005390210757,0.47
833,0.6182412300496304,0.57
834,0.0,0.0
835,0.0,0.0
836,0.0,0.0
837,0.0,0.0
838,0.0,0.0
839,0.0,0.0
840,0.0,0.0
841,0.0,0.0
842,0.0,0.0
843,0.0,0.0
844,0.0,0.0
845,0.0,0.0
846,0.9700000628585902,0.97
847,0.9590222046441069,0.95
848,0.6533192218512668,0.62
849,0.5643733142142006,0.55
850,0.4799694925242344,0.49
851,0.3065314983147747,0.31
852,0.2559019066492841,0.25
853,0.27108079407133634,0.26
854,0.3060578359386953,0.31
855,0.34950710588255446,0.35
856,0.4633254314623523,0.46
857,0.5320737976203748,0.51
858,0.0,0.0
859,0.0,0.0
860,0.0,0.0
861,0.0,0.0
862,0.0,0.0
863,0.0,0.0
864,0.0,0.0
865,0.0,0.0
866,0.0,0.0
867,0.0,0.0
868,0.0,0.0
869,0.0,0.0
870,0.9700000051813983,0.97
871,0.9619721395521628,0.96
872,0.5675365494740696,0.56
873,0.3550615119722817,0.36
874,0.2798465160360451,0.28
875,0.23225025840912203,0.25
876,0.18741135666211098,0.2
877,0.2720852525477262,0.25
878,0.30504727690147243,0.28
879,0.34880899166377455,0.34
880,0.44269008755800465,0.42
881,0.10000000439161755,0.1
882,0.0,0.0
883,0.0,0.0
884,0.0,0.0
885,0.0,0.0
886,0.0,0.0
887,0.0,0.0
888,0.0,0.0
889,0.0,0.0
890,0.0,0.0
891,0.0,0.0
892,0.0,0.0
893,0.0,0.0
894,0.9700000049705901,0.97
895,0.941708646342342,0.95
896,0.5094268510285693,0.51
897,0.34192741815218797,0.36
898,0.2751837646452401,0.28
899,0.2342592875940996,0.25
900,0.18317529286806078,0.2
901,0.27819362815284354,0.28
902,0.23824518291249536,0.24
903,0.3355308382425492,0.34
904,0.4076285889536689,0.39
905,0.40132126684012065,0.43
906,0.0,0.0
907,0.0,0.0
908,0.0,0.0
909,0.0,0.0
910,0.0,0.0
911,0.0,0.0
912,0.0,0.0
913,0.0,0.0
914,0.0,0.0
915,0.0,0.0
916,0.0,0.0
917,0.0,0.0
918,0.9700000487869613,0.97
919,0.9700000550281819,0.97
920,0.9479914745326954,0.95
921,0.6822927521371314,0.68
922,0.8361077587382801,0.84
923,0.8643041124420524,0.87
924,0.48581842943095466,0.49
925,0.2666397164002736,0.28
926,0.17839301619917058,0.2
927,0.12880329591374223,0.15
928,0.38213439718949627,0.39
929,0.14410002308951575,0.1
930,0.0,0.0
931,0.0,0.0
932,0.0,0.0
933,0.0,0.0
934,0.0,0.0
935,0.0,0.0
936,0.0,0.0
937,0.0,0.0
938,0.0,0.0
939,0.0,0.0
940,0.0,0.0
941,0.0,0.0
942,0.9700000604867959,0.97
943,0.9699999957105522,0.97
944,0.6757416283743614,0.68
945,0.36250059267777496,0.36
946,0.29969333493313977,0.28
947,0.25047669428355895,0.25
948,0.20507491574629994,0.22
949,0.15513806096579288,0.16
950,0.2745647118864958,0.28
951,0.32143596312288647,0.34
952,0.40047669198823366,0.42
953,0.450083313192309,0.49
954,0.0,0.0
955,0.0,0.0
956,0.0,0.0
957,0.0,0.0
958,0.0,0.0
959,0.0,0.0
960,0.0,0.0
961,0.0,0.0
962,0.0,0.0
963,0.0,0.0
964,0.0,0.0
965,0.0,0.0
966,0.9700000442844053,0.97
967,0.8054876877067301,0.82
968,0.4728111035272991,0.48
969,0.3312927866572668,0.35
970,0.26513253620299343,0.27
971,0.2075774016589418,0.2
972,0.2650553395321057,0.25
973,0.23193561160321655,0.23
974,0.28735199218417534,0.31
975,0.1685500991644793,0.18
976,0.12112143346921907,0.12
977,0.0999999986602756,0.1
978,0.0,0.0
979,0.0,0.0
980,0.0,0.0
981,0.0,0.0
982,0.0,0.0
983,0.0,0.0
984,0.0,0.0
985,0.0,0.0
986,0.0,0.0
987,0.0,0.0
988,0.0,0.0
989,0.0,0.0
990,0.9699999927820919,0.97
991,0.8911463895329005,0.89
992,0.4985506380025121,0.51
993,0.4378676667507684,0.46
994,0.40802450740511975,0.42
995,0.2773608813009884,0.28
996,0.18683222483152967,0.18
997,0.24990384844434704,0.25
998,0.12560922987690643,0.27
999,0.16405609013318,0.18
1000,0.10000000148967403,0.12
1001,0.6199975079237344,0.66
1002,0.0,0.0
1003,0.0,0.0
1004,0.0,0.0
1005,0.0,0.0
1006,0.0,0.0
1007,0.0,0.0
1008,0.0,0.0
1009,0.0,0.0
1010,0.0,0.0
1011,0.0,0.0
1012,0.0,0.0
1013,0.0,0.0
1014,0.9699999813875597,0.97
1015,0.9700000023740374,0.97
1016,0.8251256250399562,0.83
1017,0.5443913134443498,0.55
1018,0.4824025935129509,0.49
1019,0.44731895364084506,0.44
1020,0.7481878549716671,0.75
1021,0.9650595783820981,0.97
1022,0.9626444986195772,0.96
1023,0.9536088305450833,0.95
1024,0.8693794521759182,0.94
1025,0.9407980244801816,0.94
1026,0.0,0.0
1027,0.0,0.0
1028,0.0,0.0
1029,0.0,0.0
1030,0.0,0.0
1031,0.0,0.0
1032,0.0,0.0
1033,0.0,0.0
1034,0.0,0.0
1035,0.0,0.0
1036,0.0,0.0
1037,0.0,0.0
1038,0.9700000076453696,0.97
1039,0.9500654413875084,0.95
1040,0.864127279383757,0.86
1041,0.7719109941882112,0.77
1042,0.4626235126677117,0.45
1043,0.3527021074566985,0.35
1044,0.3315511481683268,0.32
1045,0.3629621070429533,0.36
1046,0.3712594960105856,0.37
1047,0.2911308510932626,0.31
1048,0.3824222062324304,0.42
1049,0.24532649225964331,0.24
1050,0.0,0.0
1051,0.0,0.0
1052,0.0,0.0
1053,0.0,0.0
1054,0.0,0.0
1055,0.0,0.0
1056,0.0,0.0
1057,0.0,0.0
1058,0.0,0.0
1059,0.0,0.0
1060,0.0,0.0
1061,0.0,0.0
1062,0.9700000043247594,0.97
1063,0.7829409700771733,0.77
1064,0.44698496252604536,0.45
1065,0.2852745900527808,0.28
1066,0.2120081277673112,0.21
1067,0.22397334535717398,0.23
1068,0.23583789662197857,0.24
1069,0.2591627487740001,0.27
1070,0.2934280486011242,0.31
1071,0.34036361208418103,0.36
1072,0.42232817967341063,0.42
1073,0.12959688643889666,0.1
1074,0.0,0.0
1075,0.0,0.0
1076,0.0,0.0
1077,0.0,0.0
1078,0.0,0.0
1079,0.0,0.0
1080,0.0,0.0
1081,0.0,0.0
1082,0.0,0.0
1083,0.0,0.0
1084,0.0,0.0
1085,0.0,0.0
1086,0.969999989247811,0.97
1087,0.9699999973439568,0.97
1088,0.9697848755015583,0.95
1089,0.5802285117897442,0.56
1090,0.32831753584275536,0.34
1091,0.2646227054177032,0.28
1092,0.22513515205413717,0.24
1093,0.176834865159814,0.2
1094,0.11503919591571711,0.27
1095,0.3251780487913364,0.31
1096,0.39235103149878964,0.39
1097,0.3247658879220793,0.36
1098,0.0,0.0
1099,0.0,0.0
1100,0.0,0.0
1101,0.0,0.0
1102,0.0,0.0
1103,0.0,0.0
1104,0.0,0.0
1105,0.0,0.0
1106,0.0,0.0
1107,0.0,0.0
1108,0.0,0.0
1109,0.0,0.0
1110,0.9699999935003712,0.97
1111,0.9631908870408086,0.96
1112,0.6555279166455518,0.62
1113,0.4518827054325013,0.43
1114,0.3794592223350983,0.37
1115,0.34017362262166306,0.35
1116,0.2845360968371376,0.28
1117,0.4882582989608962,0.49
1118,0.6925627780774887,0.7
1119,0.6353170425632779,0.63
1120,0.5861069050537063,0.6
1121,0.8081372158273713,0.78
1122,0.0,0.0
1123,0.0,0.0
1124,0.0,0.0
1125,0.0,0.0
1126,0.0,0.0
1127,0.0,0.0
1128,0.0,0.0
1129,0.0,0.0
1130,0.0,0.0
1131,0.0,0.0
1132,0.0,0.0
